"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"4018","red","red","green","green","green","green","green","green","green","red"
"4019","green","green","green","green","green","green","green","green","green","green"
"4020","green","green","red","green","green","red","red","green","red","red"
"4021","red","red","green","red","red","red","red","red","green","red"
"4022","green","red","green","green","red","red","red","red","red","green"
"4023","red","red","green","green","red","red","red","green","red","green"
"4024","red","red","red","green","green","green","green","red","red","green"
"4025","green","green","red","green","green","red","red","red","red","green"
"4026","green","green","red","red","green","red","green","red","green","green"
"4027","red","red","green","red","red","red","red","red","green","green"
"4028","green","green","green","green","red","red","red","red","red","red"
"4029","red","green","red","green","red","green","green","red","red","red"
"4030","green","red","red","red","green","green","green","red","red","green"
"4031","green","red","green","green","green","green","green","green","green","green"
"4032","green","green","red","red","red","red","green","green","green","red"
"4033","green","green","red","green","green","red","red","red","green","green"
"4034","red","red","green","red","green","green","green","red","red","red"
"4035","green","green","green","green","green","red","red","green","green","red"
"4036","green","green","green","red","red","red","red","red","red","green"
"4037","green","red","green","red","green","green","green","red","red","green"
"4038","red","green","red","green","green","green","green","green","green","green"
"4039","red","green","green","red","green","green","green","red","green","green"
"4040","green","green","green","green","green","red","green","red","green","red"
"4041","green","green","green","red","red","green","green","red","red","red"
"4042","green","green","red","green","green","green","green","green","green","green"
"4043","green","green","green","red","green","green","green","red","red","green"
"4044","green","green","green","green","green","green","green","green","green","green"
"4045","green","green","red","red","red","red","red","red","red","red"
"4046","red","red","green","green","red","red","red","green","green","green"
"4047","red","red","red","red","green","green","green","red","red","green"
"4048","green","red","green","green","green","green","green","green","green","red"
"4049","green","green","green","red","red","red","green","green","red","green"
"4050","red","red","red","green","red","red","red","green","green","red"
"4051","green","green","green","green","green","green","green","red","green","green"
"4052","red","red","green","green","red","red","red","green","green","green"
"4053","red","red","green","red","green","green","green","red","red","red"
"4054","green","red","green","red","red","red","red","red","red","green"
"4055","green","green","green","green","green","green","green","green","green","green"
"4056","green","green","green","red","green","green","green","red","green","red"
"4057","red","red","green","green","green","green","green","green","green","green"
"4058","green","green","red","green","green","red","red","green","green","red"
"4059","green","green","red","red","green","green","green","green","red","green"
"4060","red","red","red","green","red","red","green","red","red","red"
"4061","green","red","green","red","green","red","green","green","green","green"
"4062","green","red","red","red","green","red","red","green","red","green"
"4063","red","red","green","green","red","green","green","green","green","green"
"4064","red","red","green","green","green","green","green","green","green","green"
"4065","red","red","green","red","red","green","green","red","green","red"
"4066","red","red","red","green","green","green","green","red","red","red"
"4067","green","green","green","red","green","green","green","red","red","green"
"4068","red","red","red","red","green","green","green","red","red","red"
"4069","green","red","red","red","red","red","green","green","green","red"
"4070","green","green","red","green","green","green","green","green","green","green"
"4071","red","green","green","green","red","red","red","red","green","green"
"4072","red","red","red","green","green","green","green","red","red","red"
"4073","green","green","red","green","red","red","red","green","red","green"
"4074","green","green","green","green","red","green","red","green","red","green"
"4075","red","green","green","green","red","red","red","red","green","red"
"4076","green","green","green","green","red","green","green","green","green","red"
"4077","red","red","red","green","green","green","green","green","green","red"
"4078","green","green","red","green","green","red","red","red","red","green"
"4079","red","green","red","green","red","red","red","green","red","red"
"4080","green","green","green","red","green","red","red","red","red","green"
"4081","green","green","green","green","green","green","green","green","green","green"
"4082","red","red","green","green","green","red","red","green","green","green"
"4083","green","red","red","green","green","red","red","green","green","green"
"4084","red","green","green","green","green","green","red","green","red","red"
"4085","red","red","green","green","green","green","green","green","green","red"
"4086","green","red","green","red","red","green","green","green","green","red"
"4087","red","red","red","green","red","red","red","green","green","red"
"4088","red","green","green","green","green","green","green","green","green","green"
"4089","red","green","green","red","red","red","red","red","red","green"
"4090","green","red","green","green","green","green","green","green","red","green"
"4091","red","red","red","red","red","green","green","green","green","red"
"4092","green","green","green","red","red","green","green","green","red","red"
"4093","red","red","green","green","red","red","red","red","red","green"
"4094","green","green","green","red","green","red","red","red","red","green"
"4095","green","green","red","green","green","red","green","green","green","green"
"4096","red","red","green","green","green","red","red","green","green","red"
"4097","green","red","green","red","red","green","green","red","green","green"
"4098","green","green","green","red","red","red","red","red","green","red"
"4099","green","red","green","green","green","green","green","green","green","green"
"4100","red","green","green","green","green","green","green","green","red","red"
"4101","green","green","red","green","green","red","red","red","green","green"
"4102","red","red","green","red","red","red","red","red","green","green"
"4103","red","green","red","green","green","green","red","green","red","green"
"4104","red","green","green","red","red","red","red","red","green","green"
"4105","green","green","green","red","red","red","red","green","red","green"
"4106","green","green","green","green","red","green","red","green","red","green"
"4107","red","red","red","green","red","red","red","red","red","red"
"4108","green","red","green","red","green","green","green","red","green","red"
"4109","green","green","red","green","green","green","green","green","green","red"
"4110","green","green","green","green","red","red","red","green","green","green"
"4111","green","red","green","green","red","green","green","green","green","red"
"4112","red","red","green","green","green","green","green","green","green","green"
"4113","green","green","green","red","green","red","red","red","green","green"
"4114","red","red","green","red","green","red","green","green","green","green"
"4115","green","red","red","red","red","red","red","green","green","green"
"4116","green","green","red","green","green","green","green","green","green","red"
"4117","red","red","red","green","green","red","red","green","green","red"
"4118","green","green","red","red","green","green","green","red","green","red"
"4119","green","green","red","red","green","green","green","red","red","green"
"4120","green","red","green","green","green","green","green","green","green","green"
"4121","green","green","green","green","red","red","green","green","red","red"
"4122","green","green","green","red","green","green","red","red","red","green"
"4123","green","green","red","green","red","red","red","red","green","green"
"4124","red","red","red","green","red","red","red","red","green","red"
"4125","red","red","red","red","red","red","red","red","green","red"
"4126","green","green","green","green","green","red","red","green","green","green"
"4127","green","green","red","red","green","green","green","green","red","red"
"4128","green","red","green","green","red","green","green","red","green","green"
"4129","red","green","red","red","green","green","red","red","green","green"
"4130","red","red","green","green","red","red","red","red","red","red"
"4131","red","red","red","green","green","red","green","red","green","red"
"4132","red","green","red","red","green","red","red","red","red","green"
"4133","red","red","red","green","green","green","green","red","red","green"
"4134","red","red","red","red","green","red","green","red","red","green"
"4135","green","green","green","green","green","green","green","green","green","red"
"4136","green","red","green","red","red","red","red","green","green","green"
"4137","green","green","green","green","green","green","green","green","green","green"
"4138","red","red","green","red","red","red","red","green","green","green"
"4139","red","red","green","green","green","green","green","red","red","green"
"4140","green","green","red","red","green","red","red","red","red","green"
"4141","green","red","green","green","green","green","green","red","red","red"
"4142","green","green","red","red","green","red","red","green","green","red"
"4143","red","red","red","green","green","green","green","green","green","green"
"4144","green","green","green","green","red","red","red","red","red","green"
"4145","green","red","red","green","red","red","red","red","red","red"
"4146","green","green","red","green","red","green","red","green","green","red"
"4147","green","green","green","red","green","red","red","red","red","green"
"4148","red","green","red","green","green","green","green","red","green","red"
"4149","green","green","green","green","red","red","red","red","green","red"
"4150","red","green","red","red","red","red","red","red","red","red"
"4151","red","green","green","green","green","green","green","green","red","red"
"4152","green","green","green","green","green","green","green","red","green","red"
"4153","red","red","green","green","green","green","green","green","green","red"
"4154","red","red","red","red","red","red","red","red","red","green"
"4155","red","red","red","red","green","green","green","red","red","green"
"4156","green","green","red","green","green","green","green","green","green","red"
"4157","red","red","red","green","green","green","red","green","green","green"
"4158","red","green","green","green","green","green","green","green","green","red"
"4159","green","green","green","green","red","red","red","green","green","red"
"4160","green","green","green","green","green","green","green","green","green","green"
"4161","green","green","green","green","red","red","red","red","green","red"
"4162","red","red","red","green","green","green","green","red","green","red"
"4163","red","red","red","red","red","red","red","red","green","green"
"4164","red","green","green","green","green","green","green","green","green","green"
"4165","green","green","green","red","green","green","green","red","red","green"
"4166","green","green","green","green","green","green","green","green","green","red"
"4167","red","green","red","red","green","green","green","red","green","green"
"4168","green","green","red","red","red","red","red","red","red","green"
"4169","green","green","green","red","green","red","red","red","green","red"
"4170","red","red","green","red","red","red","green","red","green","red"
"4171","red","red","green","red","red","red","green","green","green","green"
"4172","green","red","green","green","green","green","green","green","green","red"
"4173","red","green","green","green","green","red","green","red","red","red"
"4174","red","red","red","red","green","green","green","red","red","red"
"4175","green","green","red","red","red","green","green","green","red","green"
"4176","red","red","green","red","green","green","red","green","green","green"
"4177","green","green","green","green","green","green","green","red","green","green"
"4178","green","red","green","red","red","red","red","green","red","green"
"4179","red","green","red","green","red","green","green","red","red","red"
"4180","red","green","green","green","green","green","green","green","green","red"
"4181","red","red","green","green","red","red","red","green","green","green"
"4182","green","red","red","green","red","green","green","red","red","red"
"4183","red","green","red","red","green","red","red","red","red","red"
"4184","green","green","red","green","red","red","red","green","red","green"
"4185","green","red","green","green","green","red","red","green","green","green"
"4186","green","red","green","red","red","green","red","red","red","green"
"4187","green","green","green","red","green","red","red","green","green","red"
"4188","red","red","green","red","red","red","green","red","red","red"
"4189","red","red","green","red","red","red","red","red","red","red"
"4190","green","green","green","green","green","green","green","red","green","red"
"4191","green","green","green","green","red","green","green","green","green","green"
"4192","green","green","green","red","green","red","red","red","green","green"
"4193","green","green","red","green","green","green","green","green","green","green"
"4194","green","green","green","green","green","green","green","green","red","red"
"4195","green","red","green","green","red","red","red","red","green","green"
"4196","red","red","green","green","red","red","red","red","red","green"
"4197","green","green","red","red","red","red","green","green","red","green"
"4198","red","green","green","green","green","green","green","red","red","green"
"4199","red","red","green","red","red","green","green","green","green","green"
"4200","green","green","green","red","red","red","green","red","red","green"
"4201","red","red","green","green","green","green","green","green","green","green"
"4202","red","red","green","green","red","green","green","red","red","green"
"4203","green","red","red","green","red","green","green","red","red","green"
"4204","green","red","red","green","red","red","red","red","red","red"
"4205","red","red","red","red","red","green","red","green","green","green"
"4206","red","red","red","red","red","red","red","red","green","red"
"4207","green","green","green","green","green","red","red","green","red","green"
"4208","green","green","red","red","red","red","red","red","green","red"
"4209","red","red","green","red","green","green","green","green","green","green"
"4210","green","green","red","green","green","green","green","green","green","green"
"4211","green","green","green","red","green","red","red","red","green","green"
"4212","green","green","green","red","green","green","green","red","red","green"
"4213","red","green","red","green","green","green","green","red","red","green"
"4214","red","red","green","red","red","green","green","red","red","green"
"4215","green","green","green","red","green","red","red","green","green","green"
"4216","red","red","red","red","green","red","red","red","green","red"
"4217","green","green","green","green","green","green","green","green","green","green"
"4218","green","green","red","red","green","red","red","green","green","green"
"4219","green","green","red","green","red","red","red","red","green","green"
"4220","red","red","red","red","green","green","green","red","green","green"
"4221","green","green","green","green","red","red","red","red","red","green"
"4222","green","green","green","red","red","green","green","green","red","green"
"4223","green","green","red","green","red","green","green","green","green","green"
"4224","green","red","red","green","red","green","red","green","green","green"
"4225","red","green","green","red","red","green","red","green","green","red"
"4226","green","red","green","green","green","red","green","green","green","green"
"4227","red","red","green","red","red","green","green","green","green","red"
"4228","green","green","green","red","red","green","red","red","red","green"
"4229","green","red","green","green","green","green","green","green","red","red"
"4230","red","red","green","green","green","green","green","green","green","green"
"4231","red","red","red","green","red","green","green","green","green","green"
"4232","red","green","green","green","red","red","red","green","red","red"
"4233","green","green","green","green","green","red","red","red","red","green"
"4234","red","red","red","red","red","green","red","red","red","red"
"4235","red","red","green","red","green","red","red","red","red","red"
"4236","green","green","red","red","green","green","red","green","green","green"
"4237","green","red","red","green","red","green","green","red","red","red"
"4238","red","red","red","green","red","red","red","red","green","green"
"4239","green","green","red","green","green","red","green","green","green","red"
"4240","green","green","red","red","green","red","red","red","red","red"
"4241","green","green","green","red","red","red","red","green","green","green"
"4242","green","red","green","green","red","green","green","green","green","green"
"4243","red","red","red","green","red","green","green","red","green","green"
"4244","red","green","green","green","red","green","green","green","green","green"
"4245","green","red","green","green","red","green","green","red","green","green"
"4246","green","green","red","green","green","green","green","green","green","green"
"4247","red","green","red","green","red","red","red","green","red","red"
"4248","red","green","green","red","green","green","red","red","green","green"
"4249","green","green","red","red","red","red","red","red","green","green"
"4250","green","green","red","red","red","green","green","red","green","red"
"4251","green","green","red","green","red","red","red","red","green","green"
"4252","red","green","green","green","green","green","green","green","green","green"
"4253","green","red","green","green","red","red","red","green","green","red"
"4254","green","green","green","green","red","red","red","red","red","red"
"4255","green","red","green","green","green","green","green","green","green","green"
"4256","red","red","green","red","red","red","red","green","green","red"
"4257","red","green","green","green","red","red","red","red","green","red"
"4258","red","red","red","green","red","green","green","red","red","green"
"4259","green","red","green","red","red","green","green","green","green","green"
"4260","green","green","green","red","red","green","red","green","green","red"
"4261","red","red","red","red","red","green","green","green","green","red"
"4262","green","green","green","green","green","green","green","green","green","red"
"4263","green","green","red","red","green","red","red","green","green","red"
"4264","red","red","green","red","green","green","green","red","red","red"
"4265","red","red","red","red","green","green","green","red","red","green"
"4266","green","green","green","green","green","green","green","green","red","red"
"4267","green","green","green","green","green","green","green","green","red","red"
"4268","green","green","red","green","green","green","green","green","green","red"
"4269","green","green","red","red","red","red","red","green","red","green"
"4270","green","green","green","red","red","green","green","green","red","green"
"4271","red","green","green","red","green","green","green","red","green","green"
"4272","red","red","red","green","green","green","green","green","green","green"
"4273","green","green","red","red","red","red","green","red","green","green"
"4274","red","red","red","green","green","red","red","red","red","red"
"4275","green","green","green","green","green","green","green","green","green","green"
"4276","green","red","green","red","red","red","red","green","green","red"
"4277","green","green","green","green","green","green","green","green","green","green"
"4278","red","red","green","red","green","green","green","red","red","green"
"4279","red","green","green","red","red","red","red","red","green","green"
"4280","red","green","red","red","green","green","green","green","green","green"
"4281","green","green","green","green","red","red","red","red","red","red"
"4282","red","red","red","green","green","green","green","green","green","green"
"4283","green","red","green","green","red","green","green","green","green","red"
"4284","green","red","red","red","red","red","red","green","red","green"
"4285","red","red","red","green","red","red","red","red","red","green"
"4286","red","red","red","green","red","red","red","green","red","red"
"4287","red","green","green","red","green","green","green","green","red","green"
"4288","red","red","green","green","green","green","green","green","green","green"
"4289","red","red","green","green","red","red","green","green","green","red"
"4290","red","red","red","red","red","red","red","red","green","red"
"4291","green","green","red","green","green","green","green","green","green","red"
"4292","green","green","red","green","red","green","green","green","green","green"
"4293","red","red","red","red","green","green","green","red","red","green"
"4294","green","red","red","red","green","green","green","red","red","red"
"4295","green","green","green","red","green","red","green","green","green","red"
"4296","red","red","red","red","red","red","red","red","red","red"
"4297","green","green","red","red","red","green","green","green","red","red"
"4298","red","red","red","red","red","red","red","green","green","green"
"4299","green","green","green","red","green","red","red","red","red","red"
"4300","red","green","green","red","green","green","green","red","green","red"
"4301","green","green","red","green","red","green","green","green","green","green"
"4302","green","green","green","red","red","red","red","green","red","red"
"4303","green","green","red","red","green","red","red","green","red","green"
"4304","green","green","red","red","red","green","red","red","red","green"
"4305","green","green","green","green","green","red","red","green","green","green"
"4306","red","green","green","green","red","red","red","green","green","green"
"4307","red","green","green","red","red","green","green","green","red","red"
"4308","red","red","green","green","red","green","green","green","red","red"
"4309","green","green","green","red","green","green","green","red","red","green"
"4310","red","green","red","green","red","red","red","red","green","red"
"4311","green","green","green","red","red","green","green","green","green","red"
"4312","red","red","green","red","green","green","green","green","green","red"
"4313","red","red","red","red","red","red","red","green","red","green"
"4314","red","red","green","green","green","green","green","green","green","green"
"4315","red","red","green","red","green","green","green","red","green","green"
"4316","green","green","green","green","green","green","green","green","green","green"
"4317","green","green","green","green","red","green","green","red","green","red"
"4318","red","red","green","green","red","red","red","red","red","red"
"4319","green","green","red","green","red","green","green","green","green","green"
"4320","green","green","green","green","green","green","green","green","green","green"
"4321","green","green","red","green","red","green","green","green","green","red"
"4322","red","green","green","red","red","green","green","red","red","green"
"4323","red","red","green","red","red","red","red","red","red","red"
"4324","red","red","red","green","red","red","green","red","green","red"
"4325","red","green","green","green","green","red","red","red","green","red"
"4326","green","red","green","green","green","green","green","green","green","green"
"4327","green","green","red","green","red","red","red","green","red","red"
"4328","green","green","red","green","red","red","red","green","red","green"
"4329","red","green","red","red","green","red","red","red","red","red"
"4330","red","red","red","green","green","red","red","red","red","green"
"4331","red","red","red","red","green","green","green","green","green","red"
"4332","red","red","green","green","green","green","green","green","green","red"
"4333","green","green","red","green","green","green","green","red","red","red"
"4334","red","red","red","green","green","green","green","green","green","red"
"4335","green","red","green","green","green","green","green","green","green","red"
"4336","green","green","green","green","red","green","green","green","red","green"
"4337","red","red","green","green","green","green","green","green","green","red"
"4338","red","green","red","green","green","green","green","green","green","green"
"4339","red","red","green","red","green","red","red","green","green","green"
"4340","green","green","green","green","green","green","green","green","green","green"
"4341","green","green","green","green","green","green","green","green","green","green"
"4342","green","green","green","green","green","green","red","green","green","red"
"4343","red","green","red","red","green","green","green","green","red","red"
"4344","red","red","red","red","green","green","green","red","red","red"
"4345","green","green","green","green","green","red","green","green","red","green"
"4346","green","red","green","red","green","green","red","red","red","red"
"4347","green","green","green","green","red","red","green","red","green","green"
"4348","green","red","green","red","green","red","red","red","green","green"
"4349","green","green","green","green","red","red","green","red","red","red"
"4350","green","red","red","green","green","green","green","red","red","red"
"4351","red","red","red","green","green","green","green","red","red","red"
"4352","green","green","green","red","green","red","red","red","green","green"
"4353","red","red","green","red","green","green","green","red","red","green"
"4354","red","red","green","red","red","green","green","red","green","green"
"4355","red","green","green","red","red","green","red","red","red","red"
"4356","green","green","green","green","green","green","green","green","green","green"
"4357","green","green","green","green","green","green","green","green","green","green"
"4358","red","green","green","red","green","red","red","red","red","green"
"4359","green","red","green","red","green","green","green","red","red","red"
"4360","green","green","green","green","green","red","red","green","green","red"
"4361","red","red","red","red","green","green","green","green","red","red"
"4362","red","red","red","green","green","red","red","green","red","red"
"4363","green","green","red","red","red","green","green","red","green","green"
"4364","green","green","red","red","red","green","red","green","red","green"
"4365","green","green","red","red","red","red","red","red","red","red"
"4366","red","green","green","red","red","red","red","green","green","green"
"4367","red","red","red","red","green","green","green","red","green","green"
"4368","red","red","green","green","green","green","green","green","green","red"
"4369","green","green","green","green","green","green","green","green","green","red"
"4370","red","green","green","green","green","green","green","green","red","red"
"4371","green","green","red","red","green","red","red","green","green","green"
"4372","green","green","green","red","green","red","red","red","red","red"
"4373","green","red","green","green","green","green","green","green","red","green"
"4374","green","green","red","red","red","green","green","red","green","green"
"4375","red","green","red","red","red","red","red","red","red","green"
"4376","green","green","red","green","green","green","green","red","red","green"
"4377","red","red","green","green","green","green","green","green","green","red"
"4378","red","red","green","green","green","green","green","green","green","red"
"4379","green","green","green","red","green","green","green","green","green","green"
"4380","green","green","red","green","red","green","green","green","green","green"
"4381","green","green","green","green","green","green","red","red","green","red"
"4382","red","red","red","green","red","green","green","red","green","red"
"4383","green","green","green","red","red","red","red","green","green","green"
"4384","green","green","green","red","green","green","green","red","red","green"
"4385","red","red","red","red","green","red","green","green","red","green"
"4386","green","green","red","red","red","green","red","red","red","red"
"4387","red","red","red","green","red","green","green","green","red","green"
"4388","red","red","red","green","green","green","green","red","red","red"
"4389","green","green","red","red","red","green","green","red","red","green"
"4390","green","green","green","green","red","red","green","green","red","red"
"4391","red","red","green","red","red","red","green","red","green","green"
"4392","green","green","red","green","red","red","green","red","red","red"
"4393","red","green","red","green","green","green","green","green","green","red"
"4394","green","green","green","green","green","green","green","green","green","red"
"4395","green","green","green","green","green","green","green","green","green","red"
"4396","red","green","green","red","red","green","green","green","green","green"
"4397","red","red","red","green","green","green","green","green","green","red"
"4398","red","red","red","green","green","green","green","red","red","red"
"4399","green","green","green","red","green","green","green","red","green","red"
"4400","green","green","green","green","green","green","green","green","green","red"
"4401","red","red","red","green","green","green","green","green","green","green"
"4402","red","green","green","green","red","green","green","red","red","green"
"4403","red","green","green","green","green","red","green","red","green","green"
"4404","green","green","red","green","green","green","green","green","green","green"
"4405","green","green","green","green","green","green","green","red","red","green"
"4406","red","red","red","red","red","red","red","green","green","red"
"4407","green","green","green","green","green","green","green","green","green","red"
"4408","red","red","green","green","green","red","red","red","red","red"
"4409","green","green","red","green","red","red","green","red","red","red"
"4410","green","green","red","red","green","green","green","green","green","green"
"4411","red","red","green","green","green","red","red","green","red","red"
"4412","red","green","red","red","red","red","red","red","green","green"
"4413","green","green","red","green","green","green","green","green","red","green"
"4414","red","red","green","green","green","green","green","green","green","green"
"4415","green","red","red","red","green","green","green","green","green","green"
"4416","green","red","green","green","red","red","green","red","green","green"
"4417","green","green","green","red","red","red","red","red","red","green"
"4418","red","red","green","green","green","green","green","green","green","green"
"4419","green","green","green","red","green","red","red","red","red","red"
"4420","red","green","green","green","green","green","red","green","red","red"
"4421","red","red","green","red","red","red","red","red","red","green"
"4422","red","red","red","red","green","red","red","red","red","green"
"4423","green","red","red","green","green","green","green","green","green","red"
"4424","green","red","green","green","red","red","red","green","green","green"
"4425","green","green","red","red","green","green","green","red","red","green"
"4426","red","red","green","green","red","red","red","red","green","red"
"4427","green","red","green","red","green","green","green","green","green","red"
"4428","green","red","red","green","red","green","green","red","red","red"
"4429","green","green","red","red","green","green","green","green","green","green"
"4430","green","green","red","green","green","green","green","green","green","red"
"4431","green","red","green","green","green","green","green","green","green","green"
"4432","green","red","red","green","red","green","green","red","red","green"
"4433","green","green","red","red","red","red","red","green","green","red"
"4434","red","red","red","green","green","green","green","green","green","red"
"4435","red","red","red","green","green","green","green","green","green","green"
"4436","green","green","red","red","red","green","red","green","green","red"
"4437","green","green","green","green","green","green","green","green","green","red"
"4438","red","red","green","green","green","green","red","green","green","red"
"4439","red","red","green","red","green","green","green","green","red","red"
"4440","red","red","green","green","green","green","green","green","green","green"
"4441","green","green","green","green","green","green","green","green","green","green"
"4442","green","green","green","green","green","red","green","red","red","green"
"4443","green","red","green","green","red","green","green","red","green","green"
"4444","green","green","green","red","red","red","green","green","green","red"
"4445","green","green","red","green","green","green","red","red","red","green"
"4446","red","red","red","green","green","green","green","red","red","red"
"4447","red","red","red","green","red","red","red","red","red","red"
"4448","red","red","red","green","red","green","green","green","green","green"
"4449","red","red","red","red","green","green","green","green","green","red"
"4450","green","green","red","green","green","green","green","green","green","red"
"4451","red","green","green","green","green","green","green","green","green","green"
"4452","red","red","green","green","green","green","green","green","green","green"
"4453","green","green","red","red","green","red","red","green","green","red"
"4454","green","green","green","green","red","green","green","green","green","red"
"4455","green","green","red","green","red","red","red","red","red","green"
"4456","green","green","green","red","red","red","red","red","red","green"
"4457","green","green","green","green","green","green","green","green","green","green"
"4458","red","red","green","red","red","red","red","green","green","green"
"4459","green","red","green","green","green","green","green","green","green","green"
"4460","green","green","green","green","green","green","green","red","green","red"
"4461","green","red","red","green","green","red","red","red","green","green"
"4462","green","green","green","red","green","green","green","red","green","green"
"4463","red","red","green","green","green","red","red","green","green","green"
"4464","red","red","green","green","green","green","green","red","red","red"
"4465","green","red","green","red","green","red","red","green","green","green"
"4466","red","red","green","red","red","red","red","green","green","red"
"4467","red","red","red","red","red","red","green","red","red","green"
"4468","red","red","green","green","red","red","green","green","green","green"
"4469","green","red","green","green","green","green","green","green","green","green"
"4470","red","red","red","red","red","green","green","green","green","red"
"4471","green","green","green","red","green","green","green","red","green","red"
"4472","green","green","red","green","green","green","red","red","red","red"
"4473","red","red","green","red","red","green","green","green","green","red"
"4474","green","green","green","green","red","red","red","green","green","red"
"4475","red","red","red","green","red","red","red","red","green","red"
"4476","red","red","green","red","red","red","red","red","red","green"
"4477","green","green","red","green","green","green","green","green","green","red"
"4478","green","green","red","green","red","green","green","red","red","green"
"4479","green","green","red","green","green","red","red","green","green","green"
"4480","red","green","green","green","red","red","red","red","red","red"
"4481","green","green","red","red","red","red","red","green","green","red"
"4482","red","red","green","green","red","red","red","green","green","red"
"4483","green","green","green","green","red","green","red","green","green","red"
"4484","green","green","red","green","red","red","red","red","green","green"
"4485","green","red","red","green","red","green","green","green","green","green"
"4486","green","green","green","green","red","red","red","red","red","green"
"4487","red","red","green","green","green","green","green","green","green","red"
"4488","red","red","green","green","green","green","green","green","green","green"
"4489","red","green","red","green","green","red","red","red","green","green"
"4490","green","green","red","red","green","green","green","red","green","green"
"4491","green","green","green","red","red","red","red","red","red","green"
"4492","red","red","red","red","green","green","red","green","green","red"
"4493","green","green","green","red","green","green","green","red","green","red"
"4494","red","green","green","red","green","green","red","red","red","green"
"4495","red","green","green","green","red","red","green","red","red","red"
"4496","red","red","red","green","green","green","green","red","green","green"
"4497","red","green","green","green","green","red","red","green","red","green"
"4498","red","red","red","green","red","red","red","red","green","green"
"4499","red","green","red","red","red","red","red","red","red","red"
"4500","green","green","green","red","red","green","green","red","red","green"
"4501","green","green","green","red","red","red","red","red","green","green"
"4502","red","red","green","green","green","green","green","green","green","red"
"4503","red","red","green","green","red","green","green","red","red","green"
"4504","red","green","green","red","red","green","green","green","green","green"
"4505","green","green","green","green","green","green","green","green","green","red"
"4506","green","green","green","green","green","green","green","green","red","green"
"4507","green","green","red","green","red","green","green","green","green","red"
"4508","red","red","red","red","green","red","red","green","red","green"
"4509","green","green","green","green","red","green","green","green","green","green"
"4510","green","green","red","red","green","red","red","red","red","green"
"4511","green","green","green","green","green","red","red","red","red","red"
"4512","green","green","green","red","green","green","green","red","red","green"
"4513","red","red","red","red","red","red","red","green","red","green"
"4514","green","red","green","green","green","green","green","red","green","red"
"4515","green","green","red","green","green","red","red","green","green","red"
"4516","red","red","green","red","green","red","red","red","green","red"
"4517","green","red","green","green","green","red","red","red","green","red"
"4518","red","green","green","red","green","green","green","green","green","red"
"4519","red","green","green","green","green","green","red","green","green","green"
"4520","red","red","green","green","red","red","red","green","green","red"
"4521","green","red","green","green","green","green","green","green","green","green"
"4522","green","red","red","green","green","red","red","red","green","red"
"4523","red","green","red","green","green","green","green","green","green","green"
"4524","green","green","green","red","red","green","green","green","green","green"
"4525","red","red","red","red","red","green","red","red","red","red"
"4526","red","green","red","green","green","green","green","red","red","red"
"4527","green","green","green","green","green","green","green","green","green","red"
"4528","red","red","red","red","green","red","red","green","red","green"
"4529","red","green","red","green","green","green","green","green","red","red"
"4530","red","red","green","green","green","green","red","green","green","red"
"4531","red","red","green","green","red","red","red","red","green","green"
"4532","red","red","green","green","green","green","red","green","green","red"
"4533","green","green","green","red","red","green","green","red","green","green"
"4534","green","green","green","green","green","green","green","green","green","red"
"4535","green","green","red","green","red","red","red","green","green","red"
"4536","red","red","green","green","red","green","green","green","green","red"
"4537","green","red","green","red","green","red","red","red","red","red"
"4538","red","green","red","green","red","red","green","red","green","green"
"4539","red","red","red","green","green","green","green","red","red","red"
"4540","red","red","red","red","green","green","red","red","green","red"
"4541","green","green","red","red","green","red","red","red","red","green"
"4542","red","green","red","red","green","green","green","green","green","red"
"4543","green","green","red","green","red","red","red","green","green","green"
"4544","green","green","red","green","green","red","red","red","red","red"
"4545","red","green","green","red","red","red","red","red","red","green"
"4546","red","red","green","green","green","green","green","green","green","green"
"4547","green","green","green","red","red","red","red","red","red","red"
"4548","red","red","green","green","green","red","red","green","red","green"
"4549","red","red","green","red","red","green","green","red","red","green"
"4550","green","red","red","green","green","green","green","green","green","green"
"4551","green","red","green","red","green","green","green","green","green","red"
"4552","green","green","red","red","red","red","red","red","red","green"
"4553","red","green","red","red","red","green","green","green","green","red"
"4554","red","red","red","green","green","red","red","green","green","green"
"4555","green","green","green","green","green","green","green","green","green","red"
"4556","green","green","green","red","green","green","green","green","red","green"
"4557","red","red","red","red","green","red","green","red","red","green"
"4558","red","red","green","green","red","red","red","red","red","red"
"4559","green","green","green","green","green","red","green","green","green","red"
"4560","green","green","red","red","green","green","green","red","red","green"
"4561","green","green","green","green","red","red","red","red","red","red"
"4562","red","red","red","green","green","red","red","red","red","green"
"4563","red","green","green","red","red","green","green","red","green","red"
"4564","red","green","red","green","green","green","green","green","green","green"
"4565","green","red","green","red","red","red","red","red","red","red"
"4566","red","red","green","green","red","red","red","green","red","red"
"4567","red","red","green","red","red","red","red","red","green","green"
"4568","red","red","green","green","green","green","green","red","green","green"
"4569","green","green","red","red","red","green","red","red","red","red"
"4570","green","green","green","red","red","red","red","green","red","green"
"4571","green","red","red","green","red","red","red","green","green","green"
"4572","red","red","red","red","red","red","green","red","red","green"
"4573","red","green","red","green","green","green","green","green","green","green"
"4574","red","red","red","green","green","green","green","green","green","green"
"4575","green","green","green","green","green","green","green","green","green","green"
