"","X1","X2","X3","X4","X5"
"5359","green","red","red","green","green"
"5360","green","red","red","green","red"
"5361","red","green","red","red","red"
"5362","green","green","green","red","green"
"5363","green","red","green","red","red"
"5364","red","green","red","red","green"
"5365","red","green","red","red","green"
"5366","green","red","red","green","green"
"5367","red","red","red","red","red"
"5368","green","green","green","green","green"
"5369","green","red","red","red","red"
"5370","red","green","red","green","green"
"5371","green","green","red","green","red"
"5372","red","green","red","green","green"
"5373","green","green","red","green","green"
"5374","red","green","green","green","green"
"5375","red","green","green","green","green"
"5376","green","green","green","green","green"
"5377","green","green","red","red","red"
"5378","red","red","red","red","red"
"5379","red","red","green","green","red"
"5380","green","green","green","green","green"
"5381","green","green","green","green","green"
"5382","green","green","red","red","red"
"5383","green","green","red","green","green"
"5384","red","green","green","red","red"
"5385","red","green","red","red","green"
"5386","red","red","red","green","red"
"5387","green","green","red","red","red"
"5388","red","red","green","green","green"
"5389","green","green","green","green","green"
"5390","red","red","red","green","red"
"5391","red","green","green","red","green"
"5392","red","green","green","green","green"
"5393","green","red","red","red","red"
"5394","red","green","green","green","green"
"5395","green","green","green","green","red"
"5396","red","green","red","red","red"
"5397","green","green","green","red","green"
"5398","green","green","green","green","green"
"5399","green","green","green","green","green"
"5400","green","red","red","green","green"
"5401","green","green","red","red","red"
"5402","green","green","green","green","green"
"5403","red","red","green","red","red"
"5404","green","red","green","green","green"
"5405","red","red","green","green","green"
"5406","green","red","green","green","green"
"5407","green","green","red","red","red"
"5408","red","green","red","red","red"
"5409","green","red","green","green","red"
"5410","red","green","red","red","red"
"5411","green","green","red","red","red"
"5412","red","red","red","red","red"
"5413","green","green","green","green","green"
"5414","red","green","red","red","red"
"5415","red","green","red","green","green"
"5416","red","red","red","red","green"
"5417","red","red","red","red","red"
"5418","red","red","green","green","green"
"5419","red","red","green","green","red"
"5420","red","green","green","green","green"
"5421","red","red","green","green","green"
"5422","green","green","green","green","green"
"5423","green","red","green","red","red"
"5424","green","green","red","red","green"
"5425","green","green","red","red","red"
"5426","green","green","green","green","red"
"5427","green","green","green","green","red"
"5428","green","green","red","green","red"
"5429","green","red","green","green","red"
"5430","red","red","red","green","green"
"5431","green","red","red","red","red"
"5432","red","red","red","green","red"
"5433","red","green","green","green","red"
"5434","red","red","red","green","red"
"5435","green","red","red","red","green"
"5436","green","green","green","green","green"
"5437","red","green","green","red","red"
"5438","red","green","green","red","red"
"5439","green","green","green","green","green"
"5440","green","green","red","green","green"
"5441","green","green","green","green","green"
"5442","green","red","green","green","green"
"5443","red","red","green","red","red"
"5444","green","red","green","green","green"
"5445","red","red","green","green","red"
"5446","green","red","red","red","red"
"5447","red","green","green","red","red"
"5448","green","red","green","green","red"
"5449","green","red","green","green","red"
"5450","green","red","green","red","red"
"5451","green","red","green","green","red"
"5452","green","green","green","green","green"
"5453","red","green","green","green","green"
"5454","red","green","green","green","green"
"5455","green","red","red","red","red"
"5456","green","red","green","green","red"
"5457","green","red","red","red","red"
"5458","green","green","red","red","red"
"5459","green","green","green","green","green"
"5460","red","green","red","red","green"
"5461","red","green","red","red","red"
"5462","red","red","red","green","red"
"5463","red","green","green","green","green"
"5464","green","red","red","red","green"
"5465","red","green","green","green","green"
"5466","green","green","red","red","red"
"5467","red","green","green","red","red"
"5468","green","green","green","green","red"
"5469","red","green","green","green","green"
"5470","green","green","green","green","green"
"5471","red","green","green","red","green"
"5472","green","green","green","green","green"
"5473","red","green","red","green","red"
"5474","green","red","green","green","green"
"5475","green","green","green","green","green"
"5476","green","red","green","red","red"
"5477","green","red","red","red","green"
"5478","green","green","red","red","red"
"5479","red","red","red","green","green"
"5480","green","red","red","green","red"
"5481","red","red","red","green","red"
"5482","green","green","green","green","green"
"5483","red","green","green","green","red"
"5484","green","green","green","green","green"
"5485","red","green","green","green","green"
"5486","red","red","green","green","red"
"5487","green","green","green","green","green"
"5488","green","green","green","green","green"
"5489","green","green","green","red","red"
"5490","red","green","green","green","green"
"5491","red","green","green","green","green"
"5492","red","red","red","green","green"
"5493","green","red","red","red","green"
"5494","red","green","green","green","green"
"5495","green","red","green","green","green"
"5496","red","red","red","green","red"
"5497","red","red","red","red","red"
"5498","red","red","red","green","red"
"5499","green","red","green","green","green"
"5500","green","green","green","green","red"
"5501","green","green","green","green","red"
"5502","green","green","red","red","red"
"5503","green","green","green","green","green"
"5504","red","red","red","red","red"
"5505","red","green","green","red","green"
"5506","green","red","red","red","red"
"5507","green","green","green","red","green"
"5508","red","red","red","green","green"
"5509","green","red","green","green","green"
"5510","red","green","green","green","green"
"5511","red","green","green","green","green"
"5512","green","red","red","green","red"
"5513","red","green","green","green","green"
"5514","green","red","green","red","red"
"5515","red","green","green","green","green"
"5516","green","green","green","green","green"
"5517","green","green","green","green","green"
"5518","red","green","green","red","green"
"5519","green","green","green","green","green"
"5520","green","red","red","red","green"
"5521","green","green","red","red","green"
"5522","red","red","green","green","green"
"5523","green","green","red","red","red"
"5524","red","green","green","red","red"
"5525","green","green","red","green","green"
"5526","green","red","green","green","green"
"5527","green","red","red","red","red"
"5528","green","green","red","red","green"
"5529","red","green","green","green","green"
"5530","green","red","green","green","green"
"5531","green","green","green","red","green"
"5532","red","red","red","green","green"
"5533","green","red","red","green","green"
"5534","red","red","red","green","green"
"5535","red","green","green","green","green"
"5536","red","green","green","green","green"
"5537","red","green","green","green","green"
"5538","green","red","red","red","green"
"5539","green","green","green","green","green"
"5540","green","green","green","green","green"
"5541","red","green","green","green","green"
"5542","green","green","green","red","green"
"5543","green","green","green","green","red"
"5544","green","green","green","red","green"
"5545","red","green","green","green","green"
"5546","green","red","red","red","red"
"5547","red","green","green","green","green"
"5548","green","green","green","green","red"
"5549","green","red","green","red","green"
"5550","green","green","green","red","red"
"5551","red","green","green","red","red"
"5552","red","green","green","red","red"
"5553","green","green","red","red","green"
"5554","green","green","green","green","red"
"5555","green","green","green","green","green"
"5556","green","green","green","green","green"
"5557","red","red","red","green","red"
"5558","red","red","green","red","red"
"5559","red","red","green","red","green"
"5560","red","red","green","green","green"
"5561","red","green","red","green","green"
"5562","red","red","green","green","red"
"5563","green","green","green","red","red"
"5564","green","red","green","green","green"
"5565","green","red","green","green","green"
"5566","green","red","red","red","green"
"5567","red","red","green","green","green"
"5568","green","green","red","red","red"
"5569","green","red","green","green","green"
"5570","green","red","red","green","red"
"5571","red","red","red","green","red"
"5572","green","green","green","green","green"
"5573","red","red","red","green","green"
"5574","green","red","red","green","red"
"5575","red","green","red","green","red"
"5576","green","green","red","green","red"
"5577","green","green","red","red","red"
"5578","red","red","red","red","green"
"5579","green","red","red","red","red"
"5580","red","green","green","green","green"
"5581","green","red","red","red","red"
"5582","green","red","green","red","red"
"5583","red","red","red","green","green"
"5584","green","red","red","green","red"
"5585","red","green","red","red","red"
"5586","green","green","red","green","green"
"5587","green","red","red","red","red"
"5588","red","green","red","red","red"
"5589","green","green","green","green","green"
"5590","green","red","green","red","red"
"5591","green","green","green","red","red"
"5592","green","green","red","red","green"
"5593","red","red","green","green","red"
"5594","green","red","green","green","red"
"5595","red","green","red","green","red"
"5596","red","green","red","green","red"
"5597","green","green","green","green","green"
"5598","green","green","red","green","red"
"5599","green","green","green","green","green"
"5600","green","red","red","green","green"
"5601","green","green","green","green","red"
"5602","red","red","green","red","red"
"5603","green","red","green","red","red"
"5604","green","green","red","green","red"
"5605","green","green","green","green","red"
"5606","green","red","green","green","green"
"5607","green","green","red","red","red"
"5608","green","red","green","red","red"
"5609","red","green","green","red","red"
"5610","red","red","green","green","green"
"5611","red","green","green","green","green"
"5612","red","red","green","green","red"
"5613","red","red","green","green","red"
"5614","red","red","red","green","red"
"5615","red","red","green","green","red"
"5616","green","green","red","green","green"
"5617","red","red","red","green","red"
"5618","red","green","green","green","green"
"5619","green","red","red","red","green"
"5620","green","red","red","green","red"
"5621","green","green","green","green","green"
"5622","green","green","green","green","green"
"5623","green","green","green","green","green"
"5624","green","green","red","red","green"
"5625","red","green","green","green","green"
"5626","red","red","red","green","green"
"5627","green","green","green","green","green"
"5628","green","green","green","green","green"
"5629","green","green","red","green","green"
"5630","red","green","red","red","red"
"5631","green","red","red","green","red"
"5632","red","green","green","green","green"
"5633","red","red","green","green","green"
"5634","red","red","green","green","green"
"5635","green","green","green","green","green"
"5636","green","red","green","red","red"
"5637","green","green","green","green","green"
"5638","green","green","green","green","green"
"5639","green","green","green","red","red"
"5640","red","green","green","green","green"
"5641","red","green","green","green","green"
"5642","red","green","green","green","red"
"5643","green","red","green","green","green"
"5644","red","green","red","green","red"
"5645","red","red","green","green","green"
"5646","red","red","green","red","red"
"5647","red","green","red","red","red"
"5648","green","red","red","green","green"
"5649","green","red","red","green","green"
"5650","green","green","green","green","green"
"5651","red","red","green","green","red"
"5652","green","green","red","red","green"
"5653","green","red","red","red","red"
"5654","red","green","red","green","green"
"5655","green","red","green","green","green"
"5656","red","red","red","green","green"
"5657","green","green","red","red","red"
"5658","green","green","red","green","green"
"5659","red","red","green","green","green"
"5660","green","red","red","red","red"
"5661","red","green","green","green","green"
"5662","red","red","red","red","red"
"5663","red","green","green","green","green"
"5664","green","red","green","green","green"
"5665","green","green","red","red","red"
"5666","green","green","green","green","green"
"5667","red","green","green","red","red"
"5668","red","green","red","red","red"
"5669","red","green","green","green","green"
"5670","red","green","green","green","green"
"5671","green","red","green","red","green"
"5672","green","red","red","green","green"
"5673","green","green","green","green","green"
"5674","red","red","green","green","green"
"5675","red","red","red","red","green"
"5676","green","green","green","green","green"
"5677","red","red","red","green","green"
"5678","green","green","red","red","red"
"5679","red","green","green","green","green"
"5680","red","green","red","green","red"
"5681","green","red","green","green","red"
"5682","red","green","green","green","green"
"5683","red","red","green","green","green"
"5684","green","red","green","green","green"
"5685","green","red","green","green","red"
"5686","green","green","green","green","green"
"5687","red","red","green","green","green"
"5688","red","green","green","green","red"
"5689","green","green","green","green","green"
"5690","green","green","green","green","green"
"5691","green","green","green","green","green"
"5692","green","red","red","red","green"
"5693","green","green","green","green","green"
"5694","red","red","red","red","red"
"5695","red","red","red","red","green"
"5696","green","red","red","green","red"
"5697","green","green","green","red","red"
"5698","red","red","red","red","red"
"5699","red","red","red","green","green"
"5700","green","red","green","green","green"
"5701","green","red","green","green","green"
"5702","green","green","red","red","green"
"5703","green","green","green","green","green"
"5704","green","green","green","green","green"
"5705","green","red","red","red","red"
"5706","green","green","green","green","green"
"5707","green","red","red","red","red"
"5708","red","green","green","red","red"
"5709","green","red","red","red","red"
"5710","green","red","green","green","green"
"5711","green","green","green","green","green"
"5712","green","red","green","green","green"
"5713","green","red","red","red","green"
"5714","red","red","green","green","red"
"5715","green","green","green","green","red"
"5716","red","green","green","green","green"
"5717","red","green","green","green","green"
"5718","green","red","red","red","red"
"5719","red","green","red","red","green"
"5720","green","red","red","red","red"
"5721","red","green","red","red","red"
"5722","red","green","green","green","green"
"5723","green","green","red","red","red"
"5724","green","green","green","green","green"
"5725","red","green","green","green","green"
"5726","green","green","red","red","green"
"5727","red","green","green","green","green"
"5728","green","green","green","green","green"
"5729","green","red","red","red","red"
"5730","green","green","red","green","red"
"5731","green","red","green","green","green"
"5732","red","red","green","green","green"
"5733","green","green","red","green","green"
"5734","green","green","red","red","red"
"5735","green","red","green","green","red"
"5736","red","green","red","red","red"
"5737","red","green","green","green","green"
"5738","green","red","red","green","red"
"5739","red","red","green","green","green"
"5740","green","green","green","green","green"
"5741","green","red","green","green","red"
"5742","red","red","red","green","green"
"5743","green","green","green","green","green"
"5744","green","red","red","red","green"
"5745","green","red","red","green","red"
"5746","green","red","green","red","red"
"5747","green","red","green","green","red"
"5748","green","red","red","red","red"
"5749","red","green","green","green","green"
"5750","red","red","red","red","red"
"5751","green","green","green","green","red"
"5752","green","green","green","green","green"
"5753","green","green","green","green","green"
"5754","green","green","red","green","red"
"5755","red","green","red","red","red"
"5756","green","green","red","green","red"
"5757","green","green","green","green","green"
"5758","green","green","green","green","green"
"5759","green","green","red","red","red"
"5760","green","green","red","green","red"
"5761","red","green","green","green","red"
"5762","red","red","green","green","green"
"5763","red","green","red","red","red"
"5764","green","red","green","green","red"
"5765","red","red","green","green","red"
"5766","green","green","green","green","green"
"5767","green","red","green","green","red"
"5768","green","red","green","green","green"
"5769","green","red","green","green","green"
"5770","red","green","green","red","red"
"5771","green","green","red","red","red"
"5772","red","red","green","green","green"
"5773","green","green","green","red","green"
"5774","red","red","red","red","red"
"5775","red","green","green","green","green"
"5776","red","green","green","green","green"
"5777","red","red","green","green","green"
"5778","red","green","green","green","red"
"5779","green","red","red","red","red"
"5780","green","green","green","green","green"
"5781","green","red","red","red","red"
"5782","green","red","red","red","green"
"5783","green","red","green","green","green"
"5784","red","green","red","red","green"
"5785","green","red","red","red","red"
"5786","green","green","green","green","red"
"5787","red","red","red","green","green"
"5788","green","green","green","green","green"
"5789","green","red","red","red","red"
"5790","green","green","green","green","green"
"5791","green","green","green","green","green"
"5792","green","green","red","red","green"
"5793","red","red","red","red","red"
"5794","green","red","green","red","green"
"5795","red","green","green","green","green"
"5796","green","red","green","green","green"
"5797","red","red","green","green","green"
"5798","red","red","green","green","green"
"5799","red","green","green","green","green"
"5800","green","green","green","red","red"
"5801","red","green","red","red","green"
"5802","green","green","green","green","green"
"5803","green","red","red","red","green"
"5804","red","red","red","green","red"
"5805","green","green","green","green","green"
"5806","green","green","green","red","green"
"5807","red","red","red","red","red"
"5808","red","red","red","red","red"
"5809","green","green","red","green","green"
"5810","red","red","green","green","red"
"5811","red","green","green","green","green"
"5812","green","red","red","red","red"
"5813","red","red","red","red","green"
"5814","red","red","red","red","red"
"5815","red","green","red","red","red"
"5816","red","red","red","green","red"
"5817","green","green","red","green","red"
"5818","red","red","green","green","green"
"5819","green","green","green","green","green"
"5820","red","green","red","red","green"
"5821","green","green","green","green","red"
"5822","red","red","green","green","red"
"5823","red","green","green","green","green"
"5824","green","green","green","red","green"
"5825","red","green","green","green","green"
"5826","red","green","green","red","red"
"5827","green","red","red","green","red"
"5828","green","red","green","green","green"
"5829","green","red","red","red","green"
"5830","green","red","red","red","red"
"5831","green","green","green","green","green"
"5832","red","red","red","red","red"
"5833","green","green","green","green","green"
"5834","red","red","red","green","red"
"5835","green","red","green","green","green"
"5836","red","green","green","red","red"
"5837","red","red","green","red","green"
"5838","green","green","green","red","red"
"5839","green","green","green","green","green"
"5840","red","red","red","red","red"
"5841","green","green","green","green","green"
"5842","green","red","red","red","red"
"5843","green","green","green","green","green"
"5844","green","red","red","green","red"
"5845","red","red","red","red","red"
"5846","green","green","green","green","green"
"5847","red","red","red","green","red"
"5848","red","red","red","red","red"
"5849","green","green","green","green","green"
"5850","red","red","red","green","red"
"5851","red","green","green","green","green"
"5852","green","green","green","red","green"
"5853","red","red","red","red","green"
"5854","red","green","red","red","red"
"5855","green","green","red","red","green"
"5856","green","red","red","red","red"
"5857","green","green","green","green","green"
"5858","red","red","red","green","green"
"5859","red","red","green","green","green"
"5860","green","green","red","red","green"
"5861","red","red","red","green","red"
"5862","red","red","green","green","green"
"5863","green","green","green","green","green"
"5864","green","green","green","green","green"
"5865","green","red","red","red","red"
"5866","green","red","red","red","red"
"5867","red","red","green","red","red"
"5868","red","red","green","red","green"
"5869","red","red","red","green","red"
"5870","green","red","red","red","red"
"5871","red","red","red","green","red"
"5872","red","green","green","red","green"
"5873","green","green","red","red","green"
"5874","green","red","red","red","red"
"5875","green","red","red","red","green"
"5876","red","green","red","green","red"
"5877","red","red","green","green","green"
"5878","green","red","red","red","red"
"5879","red","red","green","green","green"
"5880","green","green","green","red","red"
"5881","green","green","green","red","green"
"5882","red","green","green","green","green"
"5883","red","green","green","green","green"
"5884","green","red","green","red","red"
"5885","red","red","green","green","green"
"5886","red","red","red","green","green"
"5887","red","red","green","red","red"
"5888","red","red","red","green","red"
"5889","green","red","green","green","green"
"5890","green","green","green","green","green"
"5891","red","red","red","red","red"
"5892","green","green","green","green","green"
"5893","red","red","red","green","green"
"5894","green","green","red","red","red"
"5895","red","green","red","red","red"
"5896","red","green","green","green","green"
"5897","red","green","red","green","red"
"5898","green","green","green","red","red"
"5899","green","green","green","green","green"
"5900","green","red","green","green","red"
"5901","green","green","green","green","green"
"5902","green","red","red","red","red"
"5903","green","green","green","red","green"
"5904","red","red","green","green","green"
"5905","green","red","green","green","green"
"5906","red","red","green","red","red"
"5907","red","red","green","green","red"
"5908","green","red","green","red","red"
"5909","red","green","red","green","green"
"5910","red","green","red","green","red"
"5911","green","red","red","red","red"
"5912","red","red","green","green","green"
"5913","red","green","green","green","green"
"5914","green","red","red","green","red"
"5915","red","green","green","green","green"
"5916","green","green","green","green","green"
"5917","red","red","green","green","green"
"5918","green","red","green","red","red"
"5919","red","green","red","red","red"
"5920","green","red","red","red","green"
"5921","green","green","green","red","green"
"5922","green","red","red","red","red"
"5923","red","green","green","green","red"
"5924","red","green","green","green","red"
"5925","green","red","green","red","red"
"5926","green","red","red","red","green"
"5927","red","green","red","red","red"
"5928","red","green","red","red","red"
"5929","green","red","green","green","green"
"5930","red","green","green","green","red"
"5931","red","green","red","green","green"
"5932","green","red","green","red","red"
"5933","red","red","green","green","green"
"5934","green","green","green","green","red"
"5935","red","red","red","red","green"
"5936","red","red","red","red","red"
"5937","green","red","green","green","red"
"5938","red","red","red","red","red"
"5939","green","green","green","red","green"
"5940","green","green","red","red","red"
"5941","green","green","red","green","red"
"5942","green","red","red","red","green"
"5943","green","red","red","red","green"
"5944","red","red","green","green","green"
"5945","green","red","red","red","red"
"5946","green","red","red","red","red"
"5947","red","green","green","green","green"
"5948","red","green","red","red","red"
"5949","red","red","green","green","red"
"5950","green","red","red","red","red"
"5951","red","red","red","green","red"
"5952","green","green","red","red","red"
"5953","red","green","green","green","green"
"5954","red","green","green","green","green"
"5955","green","red","green","green","green"
"5956","red","red","red","green","red"
"5957","green","red","red","green","red"
"5958","red","red","green","green","green"
"5959","red","green","green","red","red"
"5960","green","green","red","red","red"
"5961","red","green","green","green","green"
"5962","red","green","red","green","red"
"5963","green","red","red","red","red"
"5964","red","green","red","red","green"
"5965","green","green","red","green","green"
"5966","green","green","red","green","green"
"5967","red","green","green","green","green"
"5968","red","red","green","red","red"
"5969","green","green","green","green","green"
"5970","red","green","red","green","red"
"5971","green","green","green","green","green"
"5972","green","red","red","red","green"
"5973","green","green","red","red","red"
"5974","green","red","green","red","red"
"5975","red","green","green","red","green"
"5976","green","green","green","red","red"
"5977","green","green","green","green","green"
"5978","green","green","green","green","green"
"5979","green","red","red","red","red"
"5980","green","red","green","green","red"
"5981","green","green","red","red","red"
"5982","red","red","red","red","red"
"5983","green","green","red","red","red"
"5984","red","green","green","green","green"
"5985","red","red","green","green","red"
"5986","green","red","green","green","red"
"5987","red","red","red","green","green"
"5988","red","green","green","green","green"
"5989","red","red","green","red","green"
"5990","green","green","red","red","red"
"5991","red","red","green","green","green"
"5992","green","green","red","red","red"
"5993","green","green","green","green","green"
"5994","green","green","green","green","red"
"5995","green","red","red","red","red"
"5996","green","green","green","green","green"
"5997","green","green","green","green","green"
"5998","red","green","red","red","red"
"5999","red","green","red","red","green"
"6000","green","green","green","green","green"
"6001","green","green","green","green","red"
"6002","green","green","green","red","green"
"6003","green","green","green","green","green"
"6004","red","red","green","green","green"
"6005","red","green","red","red","green"
"6006","red","green","red","red","green"
"6007","red","green","red","red","green"
"6008","green","red","green","green","green"
"6009","red","green","green","green","green"
"6010","green","green","green","green","green"
"6011","green","green","red","green","green"
"6012","red","red","red","green","red"
"6013","red","red","green","green","red"
"6014","green","green","red","green","red"
"6015","green","green","green","green","green"
"6016","green","green","green","green","green"
"6017","red","green","green","green","red"
"6018","green","green","red","green","green"
"6019","red","green","red","green","red"
"6020","red","green","green","green","green"
"6021","red","green","green","red","red"
"6022","green","green","green","green","red"
"6023","red","red","green","green","green"
"6024","red","red","green","green","green"
"6025","red","green","red","red","green"
"6026","green","red","green","green","green"
"6027","red","red","green","green","green"
"6028","red","green","green","red","red"
"6029","red","red","red","red","green"
"6030","red","green","green","green","green"
"6031","green","red","green","red","green"
"6032","green","green","green","red","red"
"6033","red","green","green","green","red"
"6034","red","red","green","red","red"
"6035","green","green","red","green","red"
"6036","green","red","red","red","red"
"6037","red","red","green","red","green"
"6038","red","green","green","green","green"
"6039","red","red","red","red","red"
"6040","red","green","green","green","green"
"6041","green","green","green","red","red"
"6042","green","green","green","green","green"
"6043","green","red","red","red","green"
"6044","green","red","red","red","red"
"6045","red","green","red","red","red"
"6046","red","red","red","red","red"
"6047","green","green","green","green","green"
"6048","green","green","red","green","green"
"6049","green","red","red","green","green"
"6050","green","green","green","green","green"
"6051","green","green","red","red","red"
"6052","red","red","red","red","red"
"6053","green","green","green","green","green"
"6054","green","green","green","green","green"
"6055","red","green","green","green","green"
"6056","red","red","red","red","green"
"6057","red","red","green","green","green"
"6058","red","red","green","red","red"
"6059","green","green","red","green","red"
"6060","green","red","green","green","green"
"6061","green","green","red","red","red"
"6062","green","red","green","green","green"
"6063","red","red","green","green","green"
"6064","green","green","green","red","red"
"6065","green","green","red","red","red"
"6066","green","red","green","green","green"
"6067","red","green","green","green","green"
"6068","green","red","green","red","green"
"6069","red","green","green","red","red"
"6070","red","green","red","red","red"
"6071","green","green","green","green","green"
"6072","green","red","red","red","red"
"6073","red","green","green","red","green"
"6074","red","green","green","green","green"
"6075","green","green","red","green","red"
"6076","green","red","red","red","green"
"6077","green","red","green","red","red"
"6078","green","green","green","green","green"
"6079","red","red","green","green","green"
"6080","green","red","red","red","green"
"6081","red","green","green","green","green"
"6082","green","green","green","green","green"
"6083","green","red","green","red","green"
"6084","red","green","green","green","green"
"6085","red","green","red","green","red"
"6086","green","red","red","red","red"
"6087","red","green","green","green","green"
"6088","green","red","green","green","green"
"6089","red","red","red","red","red"
"6090","green","green","green","green","green"
"6091","green","green","red","red","red"
"6092","green","red","red","green","green"
"6093","green","red","green","red","red"
"6094","red","red","green","red","red"
"6095","red","red","red","red","red"
"6096","red","red","red","green","red"
"6097","green","red","green","green","green"
"6098","red","red","red","red","green"
"6099","green","red","green","green","green"
"6100","red","green","green","red","red"
"6101","red","green","green","green","green"
"6102","red","red","green","green","green"
"6103","green","green","red","red","red"
"6104","red","red","red","red","red"
"6105","green","red","red","red","red"
"6106","red","green","green","green","green"
"6107","red","red","green","green","green"
"6108","green","red","green","green","green"
"6109","green","green","green","green","green"
"6110","red","red","green","green","green"
"6111","red","red","green","green","green"
"6112","green","green","green","red","red"
"6113","green","green","green","green","green"
"6114","red","green","green","red","green"
"6115","green","red","red","red","red"
"6116","green","green","red","green","red"
"6117","green","green","red","green","green"
"6118","red","red","red","red","green"
"6119","green","red","green","red","red"
"6120","red","red","green","green","green"
"6121","green","red","red","green","green"
"6122","green","red","red","red","red"
"6123","green","green","green","green","green"
"6124","green","green","green","green","red"
"6125","red","green","green","green","green"
"6126","red","green","green","red","red"
"6127","green","red","green","red","green"
"6128","red","green","red","red","red"
"6129","green","green","green","green","green"
"6130","red","red","red","red","red"
"6131","green","green","green","green","red"
"6132","green","green","green","green","red"
"6133","green","red","red","red","red"
"6134","red","red","red","red","green"
"6135","red","red","green","green","green"
"6136","red","green","red","green","red"
"6137","green","red","red","green","red"
"6138","green","green","green","green","green"
"6139","green","red","red","red","green"
"6140","green","green","green","red","green"
"6141","green","green","green","red","red"
"6142","green","green","green","green","green"
"6143","green","green","red","green","red"
"6144","red","green","red","green","green"
"6145","red","red","green","red","green"
"6146","green","green","green","green","green"
"6147","green","red","green","red","red"
"6148","red","green","green","red","green"
"6149","red","red","green","green","green"
"6150","red","green","red","red","green"
"6151","red","red","green","red","green"
"6152","green","red","red","green","green"
"6153","red","green","red","red","red"
"6154","green","green","green","green","red"
"6155","red","green","green","green","green"
"6156","green","green","green","green","green"
"6157","green","green","red","green","red"
"6158","red","green","green","green","green"
"6159","green","red","green","red","green"
"6160","green","red","green","red","red"
"6161","green","green","green","red","red"
"6162","green","red","red","red","green"
"6163","green","green","green","green","green"
"6164","green","green","red","green","red"
"6165","red","red","red","green","red"
"6166","red","red","red","green","red"
"6167","green","green","green","green","green"
"6168","green","red","red","green","red"
"6169","green","red","red","red","red"
"6170","red","red","red","green","red"
"6171","red","red","green","green","green"
"6172","red","red","red","red","green"
"6173","red","green","green","green","green"
"6174","red","green","red","green","green"
"6175","green","green","red","green","green"
"6176","red","green","red","red","green"
"6177","green","green","red","red","green"
"6178","red","green","green","green","green"
"6179","red","green","green","green","green"
"6180","red","red","red","red","red"
"6181","red","red","red","green","red"
"6182","red","green","green","green","green"
"6183","green","green","green","red","red"
"6184","red","red","red","red","red"
"6185","red","red","green","red","red"
"6186","green","green","green","red","green"
"6187","red","green","red","green","green"
"6188","green","red","green","green","red"
"6189","green","red","green","green","green"
"6190","green","green","red","red","red"
"6191","green","red","green","green","green"
"6192","red","red","green","red","red"
"6193","red","green","red","red","red"
"6194","green","green","red","red","red"
"6195","red","red","red","red","red"
"6196","red","green","red","red","red"
"6197","green","red","green","green","red"
"6198","green","red","green","green","red"
"6199","green","red","red","green","red"
"6200","green","red","green","red","green"
"6201","green","green","green","green","green"
"6202","red","green","green","green","green"
"6203","green","green","red","green","red"
"6204","red","red","green","green","green"
"6205","red","green","red","red","red"
"6206","green","red","red","red","green"
"6207","red","red","red","red","green"
"6208","green","green","green","green","red"
"6209","green","green","green","green","green"
"6210","red","green","green","green","green"
"6211","green","red","green","green","green"
"6212","green","green","red","green","red"
"6213","green","red","red","green","red"
"6214","red","green","red","red","green"
"6215","green","red","red","red","green"
"6216","red","green","red","red","green"
"6217","green","red","red","red","green"
"6218","green","red","red","green","red"
"6219","green","green","red","green","red"
"6220","red","red","green","red","red"
"6221","red","red","red","red","green"
"6222","red","green","green","green","green"
"6223","green","red","green","green","green"
"6224","red","green","green","green","green"
"6225","red","red","red","green","red"
"6226","red","green","green","green","green"
"6227","red","green","red","green","red"
"6228","green","green","green","green","green"
"6229","red","red","green","red","red"
"6230","red","green","red","green","red"
"6231","green","red","red","red","green"
"6232","red","green","green","green","green"
"6233","green","green","red","red","red"
"6234","green","green","green","red","green"
"6235","red","green","red","green","red"
"6236","green","red","red","green","red"
"6237","red","red","red","green","red"
"6238","green","red","red","red","green"
"6239","green","red","red","red","red"
"6240","green","green","red","red","red"
"6241","red","green","red","red","green"
"6242","green","green","green","green","green"
"6243","red","red","green","red","green"
"6244","red","red","green","green","green"
"6245","red","red","red","green","green"
"6246","green","red","red","red","green"
"6247","red","red","green","green","green"
"6248","green","green","green","green","green"
"6249","red","red","green","red","red"
"6250","green","red","green","red","green"
"6251","green","red","red","red","red"
"6252","green","red","red","red","green"
"6253","red","green","red","red","red"
"6254","green","red","green","red","red"
"6255","green","green","red","red","red"
"6256","red","green","green","green","red"
"6257","red","red","green","green","red"
"6258","green","green","green","green","green"
"6259","green","green","red","red","red"
"6260","green","green","green","green","red"
"6261","green","green","green","green","green"
"6262","green","green","red","red","red"
"6263","green","green","red","green","green"
"6264","green","red","green","red","green"
"6265","green","red","red","red","red"
"6266","red","green","green","green","green"
"6267","green","red","red","red","green"
"6268","green","green","green","green","green"
"6269","green","red","green","green","red"
"6270","red","red","green","green","green"
"6271","green","green","red","green","red"
"6272","green","red","green","green","green"
"6273","red","red","red","red","green"
"6274","red","red","red","red","green"
"6275","green","red","red","red","red"
"6276","red","green","red","green","red"
"6277","green","green","green","red","red"
"6278","green","green","green","green","green"
"6279","red","green","green","red","green"
"6280","red","red","green","green","red"
"6281","green","red","green","green","red"
"6282","red","red","red","green","green"
"6283","green","green","green","green","green"
"6284","green","green","green","green","green"
"6285","red","green","green","green","green"
"6286","green","green","green","green","green"
"6287","red","green","red","red","red"
"6288","red","red","green","green","green"
"6289","red","green","green","green","green"
"6290","green","green","red","green","red"
